,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
1473,NZ,Unknown,Brown,Gelding,PPG,Keeninsky,Sophalopha,Faltaat,P018
1474,GB,Unknown,Bay,Gelding,PP,Arcano,Singed,Zamindar,T411
1475,AUS,Unknown,Bay,Gelding,PPG,Star Witness,Aristocracy,Danehill,V307
1476,AUS,6,Bay,Gelding,PPG,Written Tycoon,Schapelle,Lion Hunter,A064
1477,NZ,Unknown,Bay,Gelding,PPG,Handsome Ransom,Catfight,O'Reilly,S241
1478,NZ,Unknown,Bay,Gelding,PPG,Pentire,Our Tristajet,Jetball,N070
1479,GB,Unknown,Bay,Gelding,PP,Ishiguru,Shielaligh,Aragon,P395
1480,FR,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Reine Violette,Fly To The Stars,V370
1481,AUS,7,Bay,Gelding,PP,Duke Of Marmalade,Stolen Girlfriend,Canny Lad,V250
1482,IRE,Unknown,Bay,Gelding,PP,Galileo,Mauralakana,Muhtahir,V171
1483,NZ,Unknown,Brown,Gelding,PP,Postponed,Kew,Casual Lies,S100
1484,AUS,Unknown,Chestnut,Gelding,PPG,Snitzel,Chilkat,Miswaki,L379
1485,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Fasadina,Fasliyev,T429
1486,IRE,Unknown,Bay,Gelding,PP,Vale Of York,Rock Exhibition,Rock Of Gibraltar,V173
1487,AUS,Unknown,Bay,Gelding,PP,Not A Single Doubt,Marblue,Marscay,S262
1488,IRE,Unknown,Bay,Gelding,PPG,Dark Angel,Sassari,Darshaan,T106
1489,AUS,Unknown,Bay,Gelding,PPG,Oamaru Force,Desert Gardens,Desert King,V222
1490,AUS,Unknown,Bay,Gelding,PP,Rakti,Octangle,Octagonal,P415
1491,AUS,Unknown,Brown,Gelding,PP,Excites,Derrycarna,Woodman,T298
1492,NZ,Unknown,Grey,Gelding,PP,Chianti,Lugano,Balmerino,N121
1493,IRE,Unknown,Bay,Gelding,PP,Big Bad Bob,Lamanka Lass,Woodman,S438
1494,GB,Unknown,Bay,Gelding,PP,Kyllachy,Up And About,Barathea,S329
1495,AUS,6,Bay,Gelding,PP,Street Cry,Ambitious Lady,Anabaa,A217
1496,AUS,Unknown,Bay,Gelding,PPG,All American,Bold Countess,Danzero,T275
1497,NZ,Unknown,Bay,Gelding,PPG,Gold Mine,Zipperup,Tights,N054
1498,NZ,Unknown,Grey,Gelding,PPG,Any Suggestion,Welbee Kyros,Towkay,T018
1499,AUS,Unknown,Chestnut,Gelding,PP,Sebring,Morning Dews,Peintre Celebre,A024
1500,JPN,Unknown,Chestnut,Gelding,VIS,Heart's Cry,Star Mie,A P Indy,T616
1501,IRE,Unknown,Bay,Gelding,PP,Oratorio,Mandaraka,Ashkalani,T113
1502,AUS,Unknown,Bay,Gelding,PP,Northern Meteor,Balbina,Thunder Gulch,V218
1503,AUS,Unknown,Bay,Gelding,PPG,Starcraft,Bambolear,Redoute's Choice,T141
1504,NZ,Unknown,Brown,Gelding,PP,Savabeel,Glamour Puss,Tale Of The Cat,V300
1505,AUS,Unknown,Brown,Gelding,PP,Southern Image,Clay Model,Clay Hero,N235
1506,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Genuine Charm,Sadler's Wells,N011
1507,AUS,Unknown,Chestnut,Gelding,PPG,Encosta de Lago,Dathiyna,Kris,P379
1508,IRE,Unknown,Chestnut,Gelding,PP,Dutch Art,Travel On,Joyeux Danseur,P089
1509,NZ,Unknown,Bay,Gelding,PP,Bachelor Duke,Dreaming Of Summer,Blues Traveller,S007
1510,AUS,Unknown,Chestnut,Gelding,SG,Encosta de Lago,Musk Lime,Private Account,J265
1511,USA,Unknown,Brown,Gelding,PPG,Matty G,Deputy Belle,Silver Deputy,S368
1512,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Sandy Desert,Line In The Sand,S397
1513,NZ,Unknown,Bay,Gelding,PPG,Sandtrap,Just Aggie,Jahafil,P293
1514,AUS,Unknown,Bay,Gelding,PP,Court Command,Thumb,Octagonal,V127
1515,IRE,Unknown,Grey,Gelding,PP,Verglas,Triple Try,Sadler's Wells,S439
1516,NZ,Unknown,Brown,Gelding,PP,St Reims,Quest For Speed,Spectrum,M382
1517,USA,Unknown,Dark Bay,Brown,PP,Medaglia d'Oro,With Patience,With Approval,P267
1518,AUS,Unknown,Bay,Gelding,PPG,Al Maher,Racing Queen,Alysheba,L213
1519,AUS,Unknown,Bay,Gelding,PP,Teofilo,Kohinoor,Danzero,S317
1520,AUS,Unknown,Chestnut,Gelding,PPG,Snitzel,Behind,General Nediym,V306
1521,AUS,Unknown,Bay,Gelding,PPG,Jet Spur,She's The One,Hurricane Sky,V140
1522,GB,Unknown,Chestnut,Gelding,PP,Footstepsinthesand,Bendis,Danehill,L251
1523,GB,Unknown,Chestnut,Gelding,PP,Avonbridge,Lady Filly,Atraf,N100
1524,GB,Unknown,Bay,Gelding,PP,Rio de La Plata,Zarkiyna,Sendawar,A131
1525,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Tarascon,Tirol,M065
1526,USA,Unknown,Bay,Gelding,PP,More Than Ready,Dalmiya,Kalanisi,S188
1527,AUS,Unknown,Chestnut,Gelding,PP,Sebring,Bubble Below,Hussonet,T211
1528,AUS,Unknown,Bay,Gelding,PPG,Al Maher,Marzipan,Gold Brose,N236
1529,IRE,Unknown,Bay,Gelding,PP,Kodiac,Defined Feature,Nabeel Dancer,A237
1530,AUS,Unknown,Bay,Gelding,PP,War Chant,Innsbruck,Commands,A173
1531,AUS,Unknown,Chestnut,Gelding,PP,Lope de Vega,Joy In Winning,Reset,V414
1532,GB,Unknown,Bay,Gelding,PP,Lucky Story,Lola Sapola,Benny The Dip,S274
1533,JPN,Unknown,Bay,Horse,VIS,Deep Impact,Magic Storm,Storm Cat,V613
1534,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Rijeka,Sound Reason,T031
1535,AUS,Unknown,Bay,Gelding,SG,Catbird,Rippling Mill,Crested Wave,L352
1536,GER,Unknown,Brown,Gelding,ISG,Shamardal,Nina Celebre,Peintre Celebre,V325
1537,NZ,Unknown,Bay,Gelding,PP,Alamosa,Bexley,Honor Grades,T224
1538,NZ,Unknown,Brown,Gelding,ISG,O'Reilly,Lodore Mystic,Centaine,V316
1539,IRE,Unknown,Black,Gelding,PP,Lord Shanakill,Roskeen,Grand Lodge,T311
1540,FR,Unknown,Grey,Gelding,PP,Clodovil,Montagne Magique,King's Best,S106
1541,NZ,Unknown,Chestnut,Gelding,PP,Volksraad,Centalear,Centaine,N356
1542,NZ,Unknown,Grey,Gelding,PP,Thorn Park,Udiditagain,D'Cash,A287
1543,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Khapkap,Kaapstad,M384
1544,AUS,Unknown,Chestnut,Gelding,PP,Street Boss,Whisper Her Name,French Deputy,A097
1545,NZ,Unknown,Chestnut,Gelding,PP,Danewin,Zumanity,O'Reilly,S234
1546,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Mowaadah,Alzao,T195
1547,USA,Unknown,Chestnut,Gelding,PPG,D' Funnybone,Shakaleena,Silver Deputy,V394
1548,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Niminy-Piminy,Polish Patriot,P012
1549,NZ,Unknown,Bay,Gelding,PP,Seasoned Star,Bloody Mary,Shinko King,T240
1550,AUS,7,Bay,Gelding,PPG,Red Element,Bush Triumph,Buck's Pride,V273
1551,AUS,Unknown,Bay,Gelding,PPG,Encosta de Lago,Beauty Belle,Ideal Planet,S320
1552,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Natural Lil,Naturalism,T245
1553,IRE,Unknown,Bay,Gelding,PP,Footstepsinthesand,Glebe Queen,Hawkeye,S150
1554,AUS,Unknown,Bay,Gelding,PPG,Domesday,Desert Finch,Desert Prince,T023
1555,AUS,6,Chestnut,Gelding,PPG,Foxwedge,Sunday Service,Sunday Silence,A031
1556,NZ,Unknown,Chestnut,Gelding,PP,Deputy Governor,Academie Francaise,Royal Academy,T225
1557,NZ,Unknown,Bay,Gelding,PP,Patapan,Centinize,Centaine,S404
1558,AUS,Unknown,Chestnut,Gelding,PP,Southern Image,Hanging Garden,Woodman,S170
1559,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Coralita,Night Shift,L258
1560,AUS,Unknown,Grey,Gelding,PPG,General Nediym,Botticelli Chic,Dehere,P015
1561,NZ,Unknown,Bay,Gelding,PP,Towkay,Luscious Lass,Al Akbar,N412
1562,AUS,Unknown,Bay,Gelding,ISG,Commands,Terrenora,Encosta de Lago,V324
1563,AUS,Unknown,Brown,Gelding,PP,Dane Shadow,Midnight Queen,Carnegie,T297
1564,IRE,Unknown,Grey,Gelding,PP,Aussie Rules,Ashbilya,Nureyev,P263
1565,GB,9,Bay,Gelding,PPG,Champs Elysees,Puzzling,Peintre Celebre,S147
1566,JPN,Unknown,Bay,Horse,VIS,Admire Moon,Archeology,Seeking The Gold,T614
1567,IRE,Unknown,Bay,Gelding,PP,Shamardal,Marine City,Carnegie,A160
1568,NZ,Unknown,Bay,Gelding,PPG,Great Britain,Ira Gay,Danske,S026
1569,IRE,Unknown,Brown,Gelding,PP,Footstepsinthesand,Almost Blue,Mr Greeley,S248
1570,NZ,Unknown,Bay,Gelding,PP,Alamosa,Tinkerbabu,Giant's Causeway,T346
1571,NZ,Unknown,Brown,Gelding,PPG,Elusive City,Scentee,Centaine,P161
1572,IRE,Unknown,Chestnut,Gelding,PP,Tamayuz,Encouragement,Royal Applause,T151
1573,IRE,Unknown,Bay,Gelding,PPG,Kyllachy,Skies Are Blue,Unfuwain,S251
1574,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Morning Dews,Peintre Celebre,N024
1575,AUS,Unknown,Bay,Gelding,PP,Starcraft,Hill Of Peace,Danehill,N394
1576,IRE,Unknown,Chestnut,Horse,VIS,Galileo,Beauty Is Truth,Pivotal,A627
1577,NZ,6,Brown,Gelding,PPG,Savabeel,Fire Song,Senor Pete,A275
1578,NZ,Unknown,Bay,Gelding,PPG,Swiss Ace,Miscellanea,Vettori,S449
1579,GB,Unknown,Bay,Gelding,PP,Azamour,Visanilla,Danehill,T232
1580,IRE,Unknown,Bay,Gelding,PPG,Intense Focus,Novelina,Fusaichi Pegasus,S376
1581,IRE,7,Chestnut,Gelding,PPG,Dream Ahead,Arabian Art,E Dubai,V123
1582,AUS,6,Bay,Gelding,PPG,Hidden Dragon,Fantastic Flo Jo,Fantastic Light,V364
1583,AUS,Unknown,Bay,Gelding,PP,Redoute's Choice,Rekindled Applause,Royal Applause,V358
1584,NZ,Unknown,Grey,Gelding,ISG,Mastercraftsman,Opus Four,Stravinsky,V336
1585,FR,Unknown,Brown,Gelding,ISG,Elusive City,Rock Harmonie,Rock Of Gibraltar,S223
1586,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Nursery Rhyme,Tale Of The Cat,V103
1587,IRE,Unknown,Bay,Gelding,ISG,War Chant,Green Minstrel,Green Tune,L236
1588,AUS,7,Bay,Gelding,PP,Equiano,Check In Time,Blevic,V356
1589,JPN,Unknown,Bay,Horse,VIS,Deep Impact,Kokoshnik,Kurofune,T622
1590,FR,Unknown,Chestnut,Gelding,PP,Norse Dancer,Cinders' Prize,Sinndar,T187
1591,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Code Black,O'Reilly,S385
1592,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Dyna Slam,Grand Slam,A052
1593,GB,Unknown,Chestnut,Gelding,PP,Notnowcato,Flag,Selkirk,T149
1594,AUS,7,Brown,Gelding,PP,Danzero,Li'l Miss Hayley,Savabeel,A135
1595,GB,Unknown,Bay,Horse,VIS,Trade Fair,Frisson,Slip Anchor,T610
1596,FR,Unknown,Bay,Gelding,PP,Rock Of Gibraltar,Asharna,Darshaan,P151
1597,AUS,Unknown,Chestnut,Gelding,PPG,Bel Danoro,Images,Fusaichi Pegasus,S174
1598,IRE,Unknown,Bay,Gelding,PP,Teofilo,Cromac,Machiavellian,V125
1599,AUS,6,Bay,Gelding,PPG,Statue Of Liberty,Snow Flight,Colombia,A178
1600,NZ,Unknown,Bay,Gelding,PP,Stravinsky,Namouna,Sadler's Wells,P131
1601,AUS,Unknown,Bay,Gelding,PP,Street Sense,Spiral Starway,Giant's Causeway,P416
1602,AUS,Unknown,Roan,Gelding,VIS,Encosta de Lago,Lovely Jubly,Lion Hunter,V638
1603,NZ,Unknown,Brown,Gelding,PPG,Kashani,Glory March,All Glory,M085
1604,JPN,Unknown,Grey,Horse,VIS,Deep Impact,Catalina,Storm Cat,V614
1605,GB,Unknown,Bay,Gelding,VIS,Oasis Dream,Desert Tigress,Storm Cat,A606
1606,NZ,Unknown,Grey,Gelding,PP,Any Suggestion,Shadow Ray,Groom Dancer,N436
1607,NZ,Unknown,Bay,Gelding,PPG,Strategic Image,Flounce,Prince Ferdinand,L158
1608,AUS,Unknown,Chestnut,Gelding,PP,Strada,Inner Magic,Ashkalani,P175
1609,AUS,Unknown,Bay,Gelding,PPG,Commands,Clean,Encosta de Lago,N130
1610,NZ,Unknown,Bay,Brown,PPG,Makfi,Starboard Light,Mark Of Esteem,V375
1611,GB,Unknown,Chestnut,Gelding,PP,Dutch Art,Castilian Queen,Diesis,P189
1612,GB,Unknown,Chestnut,Horse,PP,Selkirk,Pivotting,Pivotal,S194
1613,AUS,Unknown,Bay,Gelding,PP,Domesday,Warm Smytzer,Zabeel,A073
1614,IRE,Unknown,Chestnut,Gelding,PP,Iffraaj,Up On Points,Royal Academy,S246
1615,NZ,Unknown,Bay,Gelding,PPG,Battle Paint,Triage,Volksraad,S300
1616,AUS,Unknown,Bay,Gelding,PP,Trotamondo,Lady Lexus,Success Express,S200
1617,AUS,Unknown,Brown,Gelding,PP,Commands,Depeche,Octagonal,P169
1618,IRE,Unknown,Bay,Gelding,PP,Choisir,Minnie Kc,Toca Madera,P097
1619,IRE,Unknown,Brown,Gelding,PPG,Footstepsinthesand,Easy Going,Hamas,P396
1620,AUS,Unknown,Bay,Gelding,PPG,King Cugat,Miss Serious,Mujahid,M172
1621,AUS,Unknown,Bay,Gelding,PPG,Mossman,Syrian Bride,Golan,V142
1622,AUS,Unknown,Bay,Gelding,PPG,Danewin,Tapestry,Sandpit,T004
1623,NZ,Unknown,Bay,Gelding,PPG,Stratum,Paolino,Housebuster,T087
1624,AUS,Unknown,Chestnut,Gelding,PPG,Starcraft,It Had To Be You,Belong To Me,T178
1625,NZ,Unknown,Bay,Gelding,PP,Savabeel,Zephyr Song,Danasinga,T272
1626,AUS,Unknown,Chestnut,Gelding,PP,Hard Spun,Lorette,Snippets,T351
1627,AUS,Unknown,Bay,Brown,PPG,I Am Invincible,Lucky Beauty,Peintre Celebre,T306
1628,GB,7,Bay,Gelding,PP,Acclamation,Claiomh Solais,Galileo,V406
1629,GB,Unknown,Bay,Gelding,ISG,Showcasing,Roodeye,Inchinor,V327
1630,IRE,Unknown,Bay,Gelding,PP,Footstepsinthesand,Kingsridge,King's Theatre,M199
1631,IRE,Unknown,Bay,Gelding,PPG,Fast Company,Ramamara,Trans Island,T292
1632,GB,Unknown,Bay,Gelding,PP,Indesatchel,Charlie Girl,Puissance,P091
1633,NZ,Unknown,Bay,Gelding,PP,High Chaparral,Miss Impeccable,Jetball,N157
1634,AUS,Unknown,Chestnut,Gelding,ISG,Exceed And Excel,Galapagos Girl,Dehere,S224
1635,GB,Unknown,Bay,Gelding,PP,Green Desert,Flamingo Flower,Diesis,N322
1636,AUS,Unknown,Chestnut,Gelding,PPG,Sebring,Countess Dehere,Dehere,T217
1637,USA,Unknown,Dark Bay,Brown,ISG,Rock Hard Ten,Bayou Jazz,Dixieland Band,P244
1638,AUS,Unknown,Bay,Gelding,PP,Hard Spun,Crystal Snip,Snippets,P412
1639,NZ,Unknown,Bay,Gelding,PPG,Pins,Natural Rhythm,Viking Ruler,T435
1640,AUS,Unknown,Bay,Gelding,PP,All American,Cristallo,Testa Rossa,V126
1641,NZ,Unknown,Brown,Gelding,PPG,Fast 'N' Famous,Golden Gamble,Oregon,P078
1642,NZ,Unknown,Bay,Gelding,PPG,Keeper,Vintage Belle,Centaine,L155
1643,AUS,Unknown,Bay,Gelding,ISG,Encosta de Lago,Superior Star,Nothin' Leica Dane,S231
1644,NZ,Unknown,Chestnut,Gelding,PPG,Coats Choice,Asiana,Kaapstad,S015
1645,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Summer Daze,Encosta de Lago,T034
1646,GB,Unknown,Bay,Gelding,PP,Footstepsinthesand,Jarhes,Green Desert,T186
1647,AUS,Unknown,Bay,Gelding,PPG,Churchill Downs,Miss Tabitha,Tabkir,T242
1648,IRE,Unknown,Bay,Gelding,PP,Invincible Spirit,Farranjordan,Galileo,T417
1649,USA,Unknown,Bay,Gelding,PP,Tapit,Dress Rehearsal,Galileo,T416
1650,AUS,Unknown,Bay,Gelding,PPG,Starcraft,Salutations,Redoute's Choice,V308
1651,AUS,Unknown,Bay,Gelding,PPG,Flying Spur,Daralara,Barathea,P382
1652,NZ,Unknown,Bay,Gelding,PPG,Showcasing,Twelve Carat,Snaadee,A280
1653,GB,Unknown,Bay,Gelding,PP,Striking Ambition,Concentration,Mind Games,N402
1654,AUS,Unknown,Bay,Brown,PP,More Than Ready,Darsini,Danehill,V339
1655,AUS,Unknown,Bay,Brown,PPG,Globetrotter,Atomic Dancer,Danehill Dancer,T082
1656,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Laetitia,Woodman,T406
1657,AUS,Unknown,Bay,Gelding,PPG,Reward For Effort,Maid In Secret,Made Of Gold,V068
1658,AUS,Unknown,Grey,Gelding,PPG,Ferocity,Love A Grange,Rory's Jester,S177
1659,NZ,Unknown,Chestnut,Gelding,PP,Battle Paint,Miss Pirouette,Woodman,V015
1660,AUS,Unknown,Bay,Gelding,PPG,New Approach,Bal Des Sirenes,Warning,T035
1661,AUS,Unknown,Bay,Gelding,PPG,Danerich,Deadwood Stage,Cavalry,T168
1662,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Teen A Te,Cape Cross,N271
1663,AUS,Unknown,Bay,Gelding,PP,Lucky Owners,Ion You,Geiger Counter,N234
1664,NZ,7,Bay,Gelding,PPG,Thorn Park,La Serenissime,Machiavellian,T265
1665,IRE,Unknown,Bay,Gelding,PP,Lope de Vega,Portelet,Night Shift,A115
1666,AUS,6,Bay,Gelding,PP,Red Element,Trail Of Secrets,Secret Savings,A170
1667,AUS,Unknown,Chestnut,Gelding,PP,Street Boss,Swing Dance,Danehill Dancer,V082
1668,IRE,Unknown,Bay,Gelding,PP,Footstepsinthesand,Jolie Clara,Kahyasi,M063
1669,AUS,Unknown,Chestnut,Gelding,PPG,Flying Spur,Lune Rouge,Malibu Moon,T067
1670,NZ,Unknown,Bay,Gelding,PPG,Thorn Park,On The Board,Spectrum,S244
1671,NZ,Unknown,Bay,Gelding,PPG,Castledale,Elianto,Desert Sun,S266
1672,GB,Unknown,Bay,Gelding,PP,Danehill Dancer,Alchemilla,Dubai Destination,A109
1673,GB,Unknown,Bay,Gelding,PP,Bahamian Bounty,All Quiet,Piccolo,P222
1674,NZ,Unknown,Grey,Gelding,PP,Any Suggestion,Split The Night,Senor Pete,S402
1675,NZ,Unknown,Chestnut,Gelding,PP,Sakhee's Secret,Jan Valachi,Kingdom Bay,P388
1676,IRE,Unknown,Bay,Gelding,PP,Zebedee,Refuse To Give Up,Refuse To Bend,A116
1677,IRE,Unknown,Bay,Gelding,PP,Dark Angel,Secret Key,Key Of Luck,S253
1678,IRE,Unknown,Bay,Gelding,PP,High Chaparral,Talbiya,Mujtahid,M152
1679,GB,7,Grey,Roan,PP,Zebedee,Break Of Dawn,Mt Livermore,V243
1680,AUS,Unknown,Chestnut,Gelding,PP,Star Witness,My Central,Central Park,A253
1681,IRE,Unknown,Bay,Gelding,PP,Lawman,Broken Spectre,Rainbow Quest,S112
1682,NZ,Unknown,Grey,Gelding,PPG,Any Suggestion,Court Ballet,Zabeel,T060
1683,IRE,Unknown,Bay,Gelding,PP,Tiger Hill,Masiyma,Dalakhani,P408
1684,GB,Unknown,Chestnut,Gelding,PP,Danehill Dancer,Splashdown,Falbrav,T145
1685,GER,Unknown,Chestnut,Gelding,PP,Lord Of England,Auenprincess,Kornado,P093
1686,AUS,Unknown,Bay,Gelding,PPG,I Am Invincible,Senro Kisaki,Danehill Dancer,T426
1687,USA,Unknown,Grey,Gelding,PP,War Front,Photograph,Unbridled's Song,V184
1688,AUS,Unknown,Bay,Gelding,PPG,Magic Albert,Free Spirited,Fastnet Rock,V102
1689,AUS,Unknown,Bay,Gelding,PPG,More Than Ready,Holidazzle,Flying Spur,V089
1690,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Russian,Tribunal,V098
1691,AUS,Unknown,Chestnut,Gelding,PP,Sebring,Hidden Strings,Weasel Clause,S387
1692,AUS,7,Bay,Gelding,PPG,Strategic,Bedizened,Commands,V012
1693,AUS,Unknown,Chestnut,Gelding,PP,Starcraft,Red Flair,Testa Rossa,V301
1694,IRE,Unknown,Bay,Gelding,PP,Zamindar,Harvest Queen,Spinning World,T104
1695,AUS,Unknown,Bay,Gelding,PP,Lookin At Lucky,Rhode Island Red,Tale Of The Cat,T423
1696,AUS,Unknown,Bay,Gelding,PPG,Saint Thomas,Gravitron,Spinning World,S292
1697,NZ,6,Bay,Gelding,PP,Per Incanto,Viking Angel,Viking Ruler,A039
1698,AUS,Unknown,Chestnut,Gelding,PP,Jet Spur,Repercussions,Quest For Fame,T124
1699,NZ,Unknown,Bay,Gelding,PP,Align,Senorita Rosay,Senor Pete,N405
1700,NZ,Unknown,Bay,Gelding,PP,High Chaparral,Sorestan,Volksraad,S199
1701,NZ,Unknown,Bay,Gelding,PP,Elusive City,Midnight Breaker,Housebuster,N263
1702,FR,Unknown,Bay,Gelding,ISG,Oasis Dream,Sanjida,Polish Precedent,A325
1703,AUS,Unknown,Bay,Gelding,PPG,Hard Spun,La Italia,Stravinsky,A007
1704,GB,7,Chestnut,Gelding,PP,Archipenko,Here To Eternity,Stormy Atlantic,A066
1705,IRE,Unknown,Bay,Gelding,PP,Vale Of York,Kinnego,Sri Pekan,V236
1706,AUS,Unknown,Bay,Gelding,ISG,Exceed And Excel,Grand Archway,Archway,N344
1707,AUS,Unknown,Bay,Gelding,PPG,Encosta de Lago,Note Of Desire,Woodman,S021
1708,AUS,Unknown,Grey,Gelding,PP,I Am Invincible,Fidele,Encosta de Lago,T352
1709,JPN,Unknown,Chestnut,Mare,VIS,Heart's Cry,Omega Spirit,Spinning World,V617
1710,NZ,Unknown,Bay,Gelding,PP,Darci Brahma,Anca,Howbaddouwantit,A072
1711,AUS,Unknown,Bay,Gelding,PP,Al Samer,Shaan,Danewin,N196
1712,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Cotton,Diesis,P014
1713,NZ,Unknown,Bay,Gelding,PPG,Thorn Park,Courtly Fashion,Black Minnaloushe,S407
1714,IRE,Unknown,Grey,Gelding,PP,Aussie Rules,Kirunavaara,Galileo,V111
1715,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Dangerous Seas,Dangerous,S130
1716,NZ,Unknown,Bay,Gelding,PPG,Ekraar,Simply Red,Volksraad,N047
1717,GER,6,Bay,Gelding,PP,Wiener Walzer,Saaleland,Lando,A247
1718,IRE,Unknown,Bay,Gelding,PP,Le Vie Dei Colori,Shamaness,Darshaan,M066
1719,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Lake Tahoe,Fusaichi Pegasus,T318
1720,NZ,Unknown,Bay,Gelding,PP,Road To Rock,Hanabananah,King Charlemagne,V019
1721,NZ,Unknown,Bay,Gelding,PP,Darci Brahma,Climb The Vine,Chanteclair,P299
1722,NZ,Unknown,Bay,Gelding,PPG,Pins,Splashing Out,O'Reilly,S386
1723,NZ,6,Bay,Gelding,ISG,Darci Brahma,Luscious Legs,Pins,A315
1724,IRE,Unknown,Chestnut,Gelding,PP,Refuse To Bend,Doregan,Bahhare,S073
1725,AUS,8,Bay,Gelding,PPG,Court Command,Fairy Tree,Rahy,T129
1726,IRE,Unknown,Bay,Gelding,ISG,Encosta de Lago,Barlaine,Unfuwain,M325
1727,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Bright Abyss,Royal Academy,A188
1728,AUS,Unknown,Chestnut,Gelding,PPG,Hotel Grand,Thunderclap,Thunder Gulch,S002
1729,GB,Unknown,Bay,Gelding,PP,Dutch Art,Czarna Roza,Polish Precedent,V291
1730,AUS,Unknown,Chestnut,Gelding,PP,Haradasun,But I'm Serious,Bianconi,P210
1731,USA,Unknown,Bay,Brown,PP,Tapit,Twist A Lime,Copelan,N189
1732,NZ,Unknown,Bay,Gelding,PP,Don Eduardo,Magic Tryst,Magic Ring,T379
1733,AUS,Unknown,Grey,Gelding,PPG,Murtajill,Sharp End First,Galileo,T247
1734,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Verdict Declared,Mr Henrysee,N337
1735,GB,Unknown,Bay,Gelding,ISG,Bahamian Bounty,Copy-Cat,Lion Cavern,S232
1736,USA,Unknown,Brown,Gelding,PP,More Than Ready,Lady Siphonica,Siphon,T197
1737,GB,Unknown,Bay,Gelding,PP,Shamardal,Gradara,Montjeu,A159
1738,NZ,Unknown,Bay,Gelding,PPG,Towkay,Make Up,Take Your Partner,P343
1739,IRE,Unknown,Chestnut,Gelding,PP,Le Vie Dei Colori,Goodwood March,Foxhound,P045
1740,IRE,Unknown,Bay,Gelding,PP,Elusive City,Lucky Norwegian,Almutawakel,T207
1741,NZ,Unknown,Brown,Gelding,PP,Justice Prevails,Rose O'Collins,Colonel Collins,S440
1742,AUS,Unknown,Bay,Gelding,PP,High Chaparral,Azumi,Encosta de Lago,A138
1743,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Sweet Emotion,Bering,V027
1744,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Galejade,Rory's Jester,N129
1745,NZ,Unknown,Chestnut,Gelding,PP,Swiss Ace,Broadway Queen,King Cugat,V022
1746,AUS,Unknown,Bay,Gelding,PP,Mossman,Magnifique Lass,More Than Ready,S165
1747,SPA,7,Bay,Gelding,PP,American Post,Noozhah,Singspiel,A065
1748,AUS,Unknown,Chestnut,Gelding,ISG,Encosta de Lago,Aqua d'Amore,Danehill,S333
1749,AUS,Unknown,Bay,Gelding,PP,Not A Single Doubt,Our Greta,Rory's Jester,N423
1750,AUS,Unknown,Grey,Gelding,PP,Murtajill,Lunar Fire,Stravinsky,T161
1751,IRE,Unknown,Bay,Gelding,PP,Duke Of Marmalade,Island Dreams,Giant's Causeway,T312
1752,AUS,Unknown,Chestnut,Gelding,PP,Host,Unlimited Passage,Giant's Causeway,V056
1753,AUS,Unknown,Brown,Gelding,PP,Commands,Elmira,Timber Country,S008
1754,AUS,6,Bay,Gelding,PPG,Smart Missile,Miss Bellezza,Flying Spur,A177
1755,SAF,Unknown,Bay,Horse,PP,Mogok,Miss Madam,Dolpour,S412
1756,IRE,7,Bay,Gelding,PP,Holy Roman Emperor,Sharapova,Elusive Quality,V235
1757,NZ,Unknown,Bay,Gelding,PP,Roc de Cambes,Lim's Rainbow,Rory's Jester,A184
1758,FR,Unknown,Bay,Gelding,ISG,Kyllachy,Grand Lucre,Grand Slam,P242
1759,GB,Unknown,Bay,Gelding,PP,King's Best,Sheer Reason,Danzig,M154
1760,NZ,Unknown,Bay,Gelding,PPG,Yamanin Vital,Bright Blue,Scenic,N419
1761,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Neversaynever,Howbaddouwantit,A084
